YOUNG	233692423
SEEN	232791574
COMMON	232507127
PERSON	232353232
EITHER	231828021
LET	231529250
WHY	230806163
LAND	230194244
HEAD	229586755
BUSINESS	228894757
COMPANY	228554181
CHURCH	228296650
WORDS	227368818
EFFECT	227026494
SOCIETY	226962849
AROUND	225965973
BETTER	225159108
NOTHING	224710005
TOOK	224536350
WHITE	223783182
ITSELF	223352412
SOMETHING	223298632
LIGHT	223142561
QUESTION	222529720
ALMOST	222456557
WENT	222172805
INTEREST	221787128
MIND	220137001
NEXT	219433560
LEAST	219366839
LEVEL	217515046
THEMSELVES	216975281
ECONOMIC	216707350
CHILD	214513506
DEATH	214241154
SERVICE	214015710
VIEW	213769776
ACTION	212759202
FIVE	212389943
II	211760644
PRESS	211628967
FATHER	210972103
FURTHER	210653665
LOVE	210137973
RESEARCH	210101214
AREA	209904357
TRUE	209902030
EDUCATION	209865301
SELF	209487136
AGE	208047899
NECESSARY	208018922
SUBJECT	207720288
WANT	207691335
CASES	207684567
EVER	207615532
GOING	207111364
PROBLEM	207066989
FREE	206158509
DONE	205603672
MAKING	204240192
PARTY	203139462
KING	203072868
TOGETHER	202762516
CENTURY	202612948
SECTION	202298684
USING	201536862
POSITION	201281266
TYPE	200474855
RESULT	199933678
HELP	199252187
INDIVIDUAL	199046341
ALREADY	198197475
MATTER	198029580
FULL	197457082
HALF	197368932
VARIOUS	197327756
SENSE	197220509
LOOK	197095972
BASED	197020666
WHOSE	196188708
ENGLISH	195298116
SOUTH	194907298
TOTAL	194645191
CLASS	193633305
BECAME	192781007
PERHAPS	192537809
LONDON	192383215
POLICY	191429651
MEMBERS	190942415
AL	189349849
LOCAL	188970118
ENOUGH	188948038
PARTICULAR	188618420
RATE	188524311
AIR	187006770
ALONG	186532177
MOTHER	186371465
KNOWLEDGE	185412728
FACE	184744335
WORD	184603724
KIND	184534482
OPEN	184266698
TERMS	183434872
ABLE	182787681
MONEY	182729316
EXPERIENCE	182659383
CONDITIONS	182610089
SUPPORT	182544724
LA	182088211
PROBLEMS	182033209
REAL	181565857
BLACK	181542099
LANGUAGE	180585791
RESULTS	180160027
ROOM	179662401
FORCE	179566043
HELD	179077711
LOW	178926877
ACCORDING	178815411
USUALLY	178737795
NORTH	178650422
SHOW	178523179
NIGHT	177813198
TOLD	177717884
SHORT	176858591
FIELD	176569485
REASON	174823900
ASKED	173745399
QUITE	173456485
NOR	173428887
HEALTH	172752751
SPECIAL	172749212
THING	172738438
ANALYSIS	172535798
EYES	172228666
ESPECIALLY	171145125
LORD	169071283
WOMAN	168921413
MAJOR	168841614
SIMILAR	168686666
CARE	168579579
THEORY	168319212
D	167799877
BROUGHT	167509544
WHOM	167398469
OFFICE	166126353
ART	165726241
PRODUCTION	165669185
SOMETIMES	165282667
THIRD	164752523
SHOWN	164618363
BRITISH	164541425
DUE	164237479
INTERNATIONAL	163591875
BEGAN	163262683
SINGLE	163205541
NATURAL	163033916
GOT	162985190
ACCOUNT	162780963
CAUSE	162187677
COMMUNITY	162100278
SAW	161350792
HEART	161254474
SOON	160678206
CHANGES	160538481
STUDIES	159772512
GROUPS	159418843
METHOD	159053948
EVIDENCE	158753663
SEEMS	158520801
GREATER	158013141
REQUIRED	157770281
TRADE	157534593
FOREIGN	155858655
WEST	155720736
CLEAR	155451094
MODEL	155409143
E	155009877
NEAR	154954539
STUDENTS	154638455
PROBABLY	154301146
FRENCH	154091688
GAVE	153925918
INCLUDING	153800374
READ	153605720
ENGLAND	153296679
MATERIAL	153214581
TERM	152976238
PAST	152399625
REPORT	151675470
CONSIDERED	151545059
FUTURE	151100623
HIGHER	150778139
STRUCTURE	150602123
FIG	150377590
AVAILABLE	150037688
WORKING	149602561
FELT	148292456
TELL	148165666
AMOUNT	147854681
REALLY	147420684
FUNCTION	147417217
KEEP	147405178
INDEED	147261279
GROWTH	147031630
MARKET	146995195
NON	146456349
INCREASE	146162071
PERSONAL	146111561
COST	146106969
MEAN	146013228
SURFACE	145677703
KNEW	145643159
IDEA	145406908
LOWER	145218962
NOTE	145170586
PROGRAM	144947729
TREATMENT	144883050
SIX	144460042
FOOD	144138399
T	144097590
CLOSE	144027294
SYSTEMS	143847585
BLOOD	143765938
POPULATION	143726550
CENTRAL	143504901
CHARACTER	143305637
PRESIDENT	143231208
ENERGY	142518230
PROPERTY	142167084
LIVING	141598875
PROVIDE	141554873
SPECIFIC	141363074
SCIENCE	141250014
RETURN	141090661
PRACTICE	140702777
HANDS	140696114
ROLE	140590569
COUNTRIES	140381058
MANAGEMENT	140362524
TOWARD	140324365
SON	140264746
SAYS	140186080
GENERALLY	139841620
INFLUENCE	139632645
PURPOSE	139327457
AMERICA	139130506
RECEIVED	139080046
STRONG	138949457
CALL	138858263
SERVICES	138796737
RIGHTS	138786228
CURRENT	138569643
M	138549303
BELIEVE	138049846
EFFECTS	137897766
LETTER	137746343
X	137589571
LOOKED	137482513
STORY	136788548
FORMS	136468034
SEEMED	136340001
GROUND	136169686
MAIN	135766466
PAPER	135586065
WORKS	134992496
AREAS	134941395
MODERN	134920850
PROVIDED	134897102
MOMENT	134838703
WRITTEN	134806145
SITUATION	134610698
TURN	134505772
FEET	134348666
PLAN	133951245
PARTS	133867316
VALUES	133213477
MOVEMENT	133198779
PRIVATE	132458739
LATE	132159565
SIZE	131691612
UNION	131560771
DESCRIBED	131540958
EAST	131239699
TEST	131231093
DIFFICULT	130577321
FEEL	129516227
RIVER	129050101
POOR	128893459
ATTENTION	128701456
BOOKS	128685076
TOWN	128248209
SPACE	127941942
O	127592144
PRICE	127365117
TURNED	127075437
RULE	126808176
PERCENT	126774559
ACTIVITY	126420735
ACROSS	125969728
PLAY	125848745
BUILDING	125844801
ANYTHING	125837838
PHYSICAL	125807765
CAPITAL	125735242
N	125421809
HARD	125255025
MAKES	125236883
SEA	125103373
CENT	125071257
APPROACH	125032805
PRESSURE	124800018
FINALLY	124762454
MILITARY	124721452
MIDDLE	124608043
SIR	124152316
LONGER	124113646
SPIRIT	123746611
CONTINUED	123662279
BASIS	123422191
ARMY	123310034
RED	122998966
ALONE	122890524
SIMPLE	122864411
BELOW	122666600
SERIES	122648090
SOURCE	122508876
INCREASED	122496287
SENT	122390977
PARTICULARLY	121435155
EARTH	121334649
MONTHS	121167402
DEPARTMENT	121167286
HEARD	121054582
QUESTIONS	120973232
LIKELY	120758940
LOST	120728633
COMPLETE	120475549
BEHIND	120225593
TAKING	119919305
WIFE	119667451
LINES	119425686
OBJECT	119195088
HOURS	119182573
TWENTY	119057697
ESTABLISHED	119035887
COMMITTEE	118868748
RELATED	118838205
RANGE	118834139
TRUTH	118722538
INCOME	118647362
INSTEAD	118485329
BEYOND	118422939
REST	118218918
DEVELOPED	118108656
OUTSIDE	118074170
ORGANIZATION	117575520
RELIGIOUS	117449364
BOARD	117325679
LIVE	117234948
L	117220317
DESIGN	117049361
NEEDS	116865318
PERSONS	116745553
EXCEPT	116721782
AUTHORITY	116697449
PATIENT	116454325
RESPECT	116205867
LATTER	116154349
SURE	116091233
CULTURE	116003133
RELATIONSHIP	115960669
TEN	115708195
METHODS	115683616
FOLLOWED	115410114
WILLIAM	115262883
CONDITION	115246769
POINTS	115158315
ADDITION	115111424
DIRECT	114945752
SEEM	114793384
INDUSTRY	114733976
COLLEGE	114625844
FRIENDS	114335214
BEGINNING	114330225
HUNDRED	114288698
MANNER	114272160
FRONT	114244970
ORIGINAL	114070624
PATIENTS	114060991
APPEAR	113979614
INCLUDE	113661157
SHOWS	113416183
WAYS	113283389
ACTIVITIES	113101457
RELATIONS	112325996
WRITING	112154899
COUNCIL	111961286
DISEASE	111922686
STANDARD	111899749
FIRE	111793160
GERMAN	111778665
FRANCE	111695924
DEGREE	111537970
TOWARDS	111513874
PRODUCED	111503587
LEAVE	111442661
UNDERSTAND	111365730
CELLS	111296827
AVERAGE	111225011
MARCH	111017382
CARRIED	110953787
LENGTH	110823907
DIFFERENCE	110581448
SIMPLY	110224005
NORMAL	110176830
VOL	110098926
QUALITY	110037183
STREET	110013571
RUN	109873076
ANSWER	109738829
MORNING	109646842
LOSS	109639032
DOING	109588230
STAGE	109565790
PAY	109289513
TODAY	108960014
DECISION	108947093
LABOR	108728677
PAGE	108390018
V	108064400
PUBLISHED	107976995
WORKERS	107751613
BANK	107713584
TOP	1
